0,3132611.6789389281
1,2721674.4156594272
2,2431463.7341513997
3,1077096.1424036617
4,662707.18548543286
5,659221.49958464131
6,645210.17987193423
7,631088.15366981504
8,625050.53920395533
9,618757.42781478656
10,614339.48110005702
11,613393.18822041783
12,610367.67444675043
13,604056.54382814234
14,597800.21765059838
15,595813.28373041062
16,594962.79717219132
17,594321.04896425945
18,594321.04896425945
