0,342228.44019999995
1,270913.70824328542
2,247097.68432026202
3,226276.57353645659
4,216346.20965086031
5,210940.93590864263
6,203523.55484141759
7,192980.27711594387
8,174906.93342553871
9,130015.74866571963
10,125648.27379388495
11,122054.19834806379
12,121439.26693338493
13,121261.33906294071
14,121261.33906294071
