0,3960130.7982059633
1,3210810.4767776416
2,3133581.0197040979
3,3006556.8425193448
4,2783660.7230206486
5,1442397.3619681345
6,1058352.8688081666
7,1049788.3799195832
8,1047444.0103834714
9,1046497.6587312998
10,1045009.75690772
11,1041731.2426200595
12,1028436.1620888835
13,1020207.3510147799
14,1015737.4880123233
15,1015253.1309808197
16,1015253.1309808197
